09-wissel-registration_date,09-wissel-deletion_date,09-wissel-code
25.01.2013,14.05.2019,12411079.0
12.09.2014,,12719475.0
07.12.2021,,16383664.0
17.05.2018,,14490634.0
25.07.2005,28.08.2012,11153853.0
21.08.2014,,12706701.0
05.05.2021,,16223438.0
27.02.2015,,80381890.0
09.10.2007,,11430933.0
27.03.2012,22.11.2021,12255739.0
02.04.2008,19.01.2010,11488677.0
08.11.1999,29.11.2005,70005588.0
05.09.2017,,14325898.0
04.11.2014,,12746681.0
19.08.2016,,14099775.0
09.07.2007,18.01.2011,90003611.0
06.02.2009,,11587043.0
28.11.2012,,12384796.0
02.07.2018,,14517468.0
04.08.2016,,14092170.0
19.06.1998,31.05.2007,10461392.0
25.09.2012,,12351302.0
14.09.2006,17.05.2011,11298480.0
16.02.2018,,14430974.0
20.04.2004,09.07.2015,11027692.0
01.10.2015,09.09.2019,12922874.0
23.09.2019,,14810694.0
31.05.2004,,11042987.0
03.03.2016,,14006868.0
30.07.2021,,16281107.0
06.02.2020,,14905851.0
17.05.2022,,16502293.0
19.12.2008,24.08.2015,11559839.0
17.12.2004,,80215358.0
28.09.2010,26.02.2020,11998533.0
03.04.2009,,80280746.0
25.09.2020,,16061156.0
23.09.2020,,16059449.0
09.01.2015,,12779804.0
25.05.2010,21.05.2019,11945732.0
28.01.2022,,16431156.0
01.02.2008,,11466405.0
12.10.2021,,16338942.0
12.04.2010,,11924090.0
11.11.2019,,14845899.0
04.06.2010,17.07.2015,80310097.0
27.03.2006,10.08.2009,11239483.0
17.08.2007,16.07.2019,11407839.0
26.10.1999,02.09.2020,10589040.0
12.01.2010,,11877901.0
12.01.2022,,16421175.0
12.04.1999,29.11.2005,70004525.0
22.04.2005,,11108195.0
06.09.2021,,16307545.0
27.12.2021,,16399748.0
12.06.2009,23.02.2012,11674486.0
08.07.2003,,10957199.0
02.03.2015,,12808084.0
02.09.2013,,12529763.0
07.07.2003,02.07.2012,10957093.0
11.09.2017,,14329654.0
27.09.2021,,16327080.0
12.08.2005,12.05.2014,11157182.0
01.02.2022,,80606863.0
20.10.2016,,14136967.0
16.07.2008,22.07.2013,11517158.0
20.08.1996,,10073342.0
08.03.2022,,16456203.0
05.11.2013,,12564587.0
25.03.1999,,10543428.0
14.12.1999,,10611785.0
06.11.1998,,10487813.0
26.09.2017,,14339722.0
23.02.2006,11.12.2009,11224116.0
01.02.2006,,11204444.0
28.02.2017,,14212697.0
02.04.2020,,14947192.0
03.01.2022,,16411662.0
08.04.2011,,12088230.0
30.05.2016,,14057245.0
26.06.2007,,11399614.0
23.08.2006,11.06.2013,11282289.0
17.07.2009,12.11.2013,11691378.0
02.05.2011,17.05.2017,12099848.0
20.11.2017,,14373638.0
20.01.2021,,16143776.0
11.10.2018,01.07.2021,14584855.0
12.05.2006,18.08.2022,11254076.0
04.10.2019,,80571082.0
06.01.2020,,14881530.0
08.10.2007,20.09.2019,11410669.0
28.10.2022,,16603290.0
17.01.2005,,80216180.0
30.09.2020,19.09.2022,16065384.0
26.10.1999,,10589092.0
17.03.2022,,80608767.0
30.08.2013,11.03.2016,12528901.0
10.12.2015,,12961526.0
05.03.2013,26.04.2017,12432609.0
02.01.2018,,14398696.0
10.12.2014,,12766701.0
10.12.2013,21.11.2019,12582154.0
28.09.2010,,11998355.0
31.03.2014,27.05.2019,12637122.0
18.12.2006,12.08.2015,11331332.0
30.12.2011,27.01.2016,12211558.0
01.11.2007,21.01.2011,11444958.0
05.12.2003,09.04.2010,10986485.0
29.01.2008,,11465452.0
10.02.2014,,12611111.0
10.11.2014,30.04.2015,12749482.0
03.12.2021,,16381582.0
02.12.2020,,16113350.0
05.07.2021,,16263233.0
27.02.2017,,14211580.0
20.03.1998,,10411684.0
29.09.1998,,10498047.0
14.06.2022,,16519313.0
30.03.1998,02.11.2000,10420973.0
26.05.2021,,16238637.0
22.12.2021,,16397815.0
04.03.1998,,10400083.0
24.07.2007,20.10.2011,11405220.0
19.03.2012,,12250624.0
16.08.2021,,16293339.0
16.02.1999,21.11.2005,10532169.0
16.08.2010,13.11.2015,11978499.0
03.04.2012,,12260427.0
07.09.2021,,16309685.0
10.08.2006,08.08.2011,11279471.0
22.08.2006,,11281924.0
23.08.2007,29.06.2017,11416436.0
29.04.2005,28.08.2012,11127368.0
25.08.1997,16.03.2018,10239110.0
04.06.2009,18.05.2020,11665257.0
15.10.2007,28.06.2018,11432576.0
12.11.2020,,16096344.0
19.01.2005,,80216292.0
05.03.2009,,11606059.0
08.06.2015,,12862356.0
15.09.2009,10.05.2017,11718491.0
24.07.2019,,14768207.0
02.08.2000,25.02.2004,10683514.0
10.08.2017,,14309942.0
16.08.2021,,16292571.0
20.11.2019,,14852764.0
02.07.2021,,16262044.0
10.05.2018,,14486271.0
02.12.2021,,16380482.0
10.02.2021,,16158855.0
16.04.2002,,10860821.0
01.04.2009,04.06.2013,11623804.0
16.10.2015,,12930968.0
31.05.1996,04.06.2008,10040839.0
08.06.2021,,16247576.0
03.12.2012,,12386714.0
13.10.2011,,12176158.0
10.08.2004,19.06.2008,70007162.0
27.12.2005,28.12.2010,11206354.0
12.01.2005,,11097103.0
21.01.1999,04.02.2020,10525330.0
06.01.2006,,80231417.0
08.12.1995,,10004252.0
22.05.1996,,10035169.0
02.09.2009,10.05.2013,11711493.0
14.03.2006,,11227787.0
05.02.2015,09.05.2019,12795022.0
03.10.2022,,16585540.0
03.11.2005,06.09.2017,11182949.0
17.04.1997,,10201509.0
11.11.2005,05.03.2018,11188366.0
06.10.1997,21.02.2001,10282169.0
29.07.2011,,12140427.0
01.09.2009,,11710762.0
02.09.2020,,80584667.0
07.11.2014,,12749424.0
11.11.2009,,11770422.0
01.12.2010,22.10.2014,12025494.0
18.12.2008,25.09.2015,11559673.0
31.08.2022,,16564443.0
26.05.2009,,11661101.0
27.01.2005,,11099488.0
06.07.2011,07.12.2015,12130498.0
16.06.2010,26.07.2013,11956339.0
24.05.2005,,11132167.0
19.12.2019,,14872637.0
16.12.2011,,12206830.0
29.03.2021,,16194785.0
25.01.2006,,11212834.0
28.10.2015,,80392244.0
22.04.2021,,16212342.0
11.09.2006,,11286962.0
24.08.2022,,16559382.0
13.11.2018,,14605959.0
11.04.2012,01.04.2015,12264230.0
19.06.2014,,12677819.0
25.07.2019,,14769359.0
10.11.1998,29.11.2005,70001774.0
17.10.2022,,16594757.0
24.01.2018,16.04.2019,14414662.0
20.09.2021,,16320758.0
16.12.2019,,14869306.0
17.12.2021,,16392545.0
05.10.2010,,12002033.0
14.03.2012,,12248946.0
28.01.1998,,10367569.0
19.11.2019,,14851859.0
25.03.1998,28.05.2008,10388301.0
30.01.2020,,14900842.0
16.05.2022,,16501632.0
10.04.2019,,14702289.0
29.10.2021,,16353077.0
19.11.2018,,14609360.0
14.05.2020,,14971546.0
26.08.2016,,14103583.0
06.05.2016,06.09.2018,14044293.0
27.08.2008,14.12.2015,11531396.0
10.08.2017,,14309600.0
17.04.2018,,14471594.0
12.10.2021,,16339769.0
18.08.2021,,16294305.0
10.04.2003,,10940566.0
25.07.2000,,10682176.0
05.08.2022,,16548390.0
08.06.2005,,11145977.0
01.08.2018,,14537293.0
07.06.2022,,16514876.0
19.08.2019,,14785068.0
21.11.2017,,14374709.0
19.03.2021,,16188589.0
29.09.2020,,16064338.0
22.12.2021,,16397488.0
24.09.2013,,12541511.0
21.01.2020,,14892829.0
13.06.2022,,16518360.0
04.09.2020,,16044258.0
17.12.2020,,16123578.0
27.08.2008,10.05.2013,11531380.0
12.11.2019,,14846446.0
02.06.2016,03.03.2022,14060299.0
13.06.2020,,14989405.0
19.06.2014,,12677914.0
27.10.2000,27.01.2005,10707321.0
30.04.2002,,10863759.0
01.06.2020,,14981548.0
06.07.2020,,16002610.0
17.07.2018,,14527857.0
31.05.2021,,16242030.0
15.08.2019,,14782609.0
22.05.2006,,11256004.0
04.08.2011,,12142417.0
01.07.2015,,12873236.0
10.10.2013,,12550800.0
01.11.2022,,16604993.0
03.12.2015,,12957737.0
05.05.2008,07.08.2013,11502975.0
07.01.2019,,14636279.0
12.02.2007,,11352699.0
18.02.2009,,11591919.0
01.07.2014,10.06.2019,12682004.0
30.10.2018,,14596440.0
19.05.2022,,16503720.0
26.11.2018,,14614160.0
30.10.2008,,11549924.0
21.03.2013,,12442461.0
05.02.2013,,12416562.0
13.10.2022,,16593350.0
29.04.2019,,14712856.0
03.08.2009,21.07.2015,11694997.0
18.01.2007,23.08.2017,11322617.0
13.06.2019,,14743549.0
14.05.2020,,14971090.0
19.05.2015,,12852636.0
21.03.2012,08.09.2021,12252190.0
27.01.2020,,14897979.0
07.01.2021,,16134731.0
09.11.2022,,16610663.0
14.05.2009,11.10.2010,11646478.0
20.10.2006,,11309114.0
12.05.2005,,11135174.0
14.01.2008,29.11.2011,11458914.0
07.06.2018,,14502917.0
08.02.2021,,16156170.0
13.09.2012,04.10.2017,12345336.0
08.04.2021,,16202007.0
03.07.2012,,12309961.0
30.09.2021,,16330136.0
09.12.2021,,16385054.0
29.10.2014,09.05.2019,12744272.0
19.05.2011,07.06.2017,12109475.0
16.04.2018,,14471140.0
27.02.2020,,14922690.0
08.07.2022,,16532271.0
18.08.1999,30.06.2005,10573263.0
03.03.2022,,16453376.0
15.01.2015,,12783421.0
11.06.2021,,16249534.0
22.01.1998,21.03.2007,10364648.0
27.05.1998,,10455144.0
16.02.2015,,12800786.0
24.05.2007,02.09.2015,11389745.0
08.08.2022,,16549567.0
16.03.2004,,11006448.0
24.08.2020,,16034917.0
12.04.2021,,16204070.0
12.08.2019,,14779435.0
22.08.2017,,14316285.0
30.03.2010,,11916831.0
25.07.2013,,12510798.0
26.01.2017,,14192535.0
02.06.2009,07.01.2020,11663749.0
14.08.2009,23.04.2013,11698529.0
13.06.2016,,14065635.0
08.02.2022,,16438767.0
29.01.2020,,14899487.0
11.01.2021,,16135802.0
31.08.2010,09.01.2020,11985482.0
29.12.2006,13.10.2011,11332975.0
25.01.2010,19.04.2016,11887974.0
22.05.2003,,10943033.0
27.03.2013,,12445368.0
21.05.2018,,14492395.0
02.02.2022,,16434462.0
03.12.2012,,12387145.0
28.08.2019,,14790879.0
19.08.2013,18.11.2020,12522347.0
29.03.2022,,16469294.0
28.12.2006,22.07.2013,11332745.0
05.01.2022,,16416211.0
13.07.2004,,11044621.0
23.07.2015,,12883996.0
11.11.2011,,12190684.0
19.01.2012,,12222958.0
01.04.2022,,16472468.0
27.04.2011,24.04.2016,80326980.0
12.01.2021,,80591086.0
29.05.2012,,12294053.0
21.04.1999,25.10.2000,10553237.0
16.07.2019,,14763055.0
11.05.2009,,11645237.0
30.04.2001,13.09.2012,10756495.0
09.03.1998,29.03.2022,10404224.0
26.08.2008,01.09.2010,11531054.0
27.05.2021,,16239482.0
18.11.1996,12.10.2022,10113053.0
24.05.2006,09.02.2016,11257021.0
11.04.2016,,14030192.0
23.08.2021,,16297060.0
04.12.2002,26.05.2011,10909763.0
17.09.2021,,16319689.0
09.11.2012,,12376377.0
05.06.2015,10.07.2019,12861537.0
13.12.2011,20.11.2015,80335789.0
23.04.2018,,14475379.0
26.11.2007,,11450509.0
13.07.2000,28.08.2015,10662280.0
12.01.2021,,16137623.0
28.10.2022,,16602936.0
23.05.2007,,11389366.0
03.12.2009,,11799673.0
25.02.1998,,10392449.0
13.05.2010,02.04.2013,11940158.0
06.05.2010,15.02.2016,11937247.0
16.09.2014,11.12.2019,12720892.0
18.01.2000,,10637313.0
08.03.2010,01.07.2021,11905454.0
16.10.1995,28.10.2008,10000691.0
02.05.2006,,11251604.0
28.09.2010,15.08.2017,11998591.0
05.02.2014,,12609172.0
06.11.2017,,14366169.0
08.08.2012,17.07.2019,12325687.0
26.02.1999,,10532761.0
03.09.2013,,12530128.0
24.11.2010,,12022610.0
20.09.2021,,16321195.0
03.04.2013,22.07.2017,12448214.0
17.10.2012,,12363920.0
17.05.2004,,11042540.0
21.08.2009,,11708021.0
05.12.2016,,14163823.0
23.08.2006,,11282332.0
18.08.2014,,12705473.0
27.03.2012,,12256510.0
06.04.2006,02.08.2007,11242309.0
01.09.2011,21.12.2015,12155251.0
16.01.2012,,12220014.0
08.10.2021,,16337061.0
11.05.1998,02.03.2006,10449474.0
23.01.2009,,11579368.0
31.01.1997,25.04.2006,10101162.0
22.09.1997,19.05.2006,10265248.0
26.05.2022,,16507913.0
27.05.1996,13.10.2015,10035146.0
02.02.2012,,12229601.0
30.06.2015,23.07.2019,12871823.0
21.12.2020,,16124661.0
07.08.2018,,14540088.0
06.02.2012,,12230550.0
23.01.2019,,14647538.0
07.07.2021,,16265864.0
25.08.2021,,16298935.0
16.11.2015,,12947294.0
16.03.2020,,14937650.0
16.02.2015,25.06.2019,12801225.0
25.11.2019,,14854987.0
16.06.2021,,16252910.0
17.09.2012,,12346672.0
04.09.2015,,12906734.0
09.12.2021,,16385396.0
21.10.2019,,14830136.0
21.11.2008,01.11.2018,11540509.0
01.10.1997,08.04.2014,10288568.0
29.10.2007,13.10.2011,11444013.0
28.09.2022,,16582375.0
30.07.2021,,16281685.0
25.10.2021,,16349609.0
03.03.2020,,14926681.0
16.08.2021,,16293004.0
19.10.2001,,10809369.0
12.11.2013,,12568415.0
06.11.2018,,14601230.0
23.08.2013,,12524271.0
30.11.2017,,14381371.0
16.07.2021,,16272752.0
06.06.2005,,11144914.0
30.08.2018,,14555405.0
16.04.2008,,11491248.0
23.04.2021,,16213347.0
06.02.1998,,10378277.0
20.07.2016,,80404094.0
14.09.2022,,16573241.0
22.10.2008,01.10.2012,11548072.0
08.08.2017,,14308397.0
14.08.2020,,16029916.0
29.09.2022,,16582932.0
12.03.2009,,11609655.0
03.03.2011,13.11.2014,12068262.0
29.03.2021,,16194147.0
08.01.2019,,14638261.0
12.05.1997,27.05.2004,10144544.0
06.05.2019,,14717569.0
03.03.2016,,14006791.0
13.07.2011,,12133278.0
21.12.2020,,16124655.0
20.11.2019,,14852861.0
04.09.2012,,12338046.0
06.01.2012,24.04.2016,12214893.0
12.08.2020,,16028064.0
23.08.2018,,14549959.0
30.08.2018,,14555210.0
16.01.2017,,14185612.0
21.06.2017,,14281103.0
12.06.2019,,14742691.0
20.10.2009,05.11.2015,11740131.0
05.12.2013,27.04.2021,12579494.0
31.05.2011,,12114424.0
30.01.2012,,12227766.0
11.09.2014,16.07.2019,12718487.0
03.04.2013,,12448065.0
25.03.1998,,10418829.0
07.06.2021,,16246588.0
05.09.2022,,16566653.0
04.03.2004,14.12.2016,11018977.0
09.09.2021,,16311015.0
25.02.2004,22.10.2009,11005688.0
10.12.2019,,14865560.0
08.07.2003,,10957207.0
06.04.2011,07.01.2020,12087012.0
03.07.2003,,10956797.0
07.07.2003,,10957087.0
29.09.2005,,11168688.0
24.11.2011,,12197054.0
10.05.2019,,14721602.0
03.04.2014,,12639109.0
07.07.2003,11.05.2017,10931314.0
02.07.2012,,12308619.0
10.02.1998,13.05.2022,10371051.0
06.01.2016,,12973096.0
14.11.2016,,14150884.0
26.07.2018,,14533289.0
10.09.1997,,10260736.0
02.09.2009,,80292011.0
07.01.2016,,12974256.0
23.11.2001,19.06.2012,10803875.0
25.02.2004,14.10.2009,11017201.0
01.09.2010,,80314184.0
17.05.2013,23.08.2017,12475033.0
10.05.2013,,12471822.0
16.03.2017,,14222460.0
09.03.2017,,14218607.0
29.11.2006,,11327046.0
26.07.2005,02.03.2010,11133431.0
28.10.2022,,16602882.0
11.02.2019,,14658625.0
22.09.2020,,16058763.0
26.04.2013,,12464041.0
08.09.1997,16.05.2003,10266638.0
12.11.2008,18.09.2012,80277313.0
26.08.2008,,80272741.0
18.09.2009,29.01.2016,80295564.0
29.09.2022,,16583469.0
04.09.1998,07.10.2011,10483175.0
29.05.1996,,10036594.0
11.02.2008,29.11.2022,11468605.0
30.09.2022,,80616442.0
07.04.2005,20.09.2011,11121994.0
04.10.2007,18.01.2012,11429806.0
04.10.2012,,12356417.0
12.02.2007,16.09.2011,11352357.0
20.04.2020,,14955406.0
26.07.1999,,10570922.0
22.06.2001,,10781872.0
16.04.2013,,12455792.0
23.01.2003,,10921899.0
05.03.2007,,11358839.0
21.01.2016,,12981842.0
10.02.2014,,12611097.0
12.07.2021,,16267863.0
23.03.2015,,12820180.0
23.08.2011,,12150667.0
14.10.2021,,16341499.0
13.09.2019,,14803228.0
03.11.2022,,16606762.0
15.12.2006,14.04.2008,11331266.0
06.06.2007,,11392479.0
12.02.2013,,80353190.0
01.02.2018,,14420600.0
26.02.1998,,10393087.0
07.06.2013,24.08.2017,12486479.0
10.11.1995,,10002129.0
23.11.2021,27.06.2022,16372809.0
11.05.2001,27.10.2004,10735004.0
28.07.2009,,11693733.0
09.09.2020,,16048173.0
02.06.2021,,16243650.0
28.07.2009,,11693452.0
03.06.1998,16.10.2000,10438996.0
18.03.2014,03.01.2020,12630924.0
14.07.2006,,11273480.0
07.03.2007,,11359460.0
19.05.1999,,80097261.0
22.03.2012,,12252942.0
14.02.2022,,16442177.0
15.12.2015,,12964045.0
12.03.2021,,16182428.0
19.04.2022,,16483443.0
14.08.2006,25.02.2011,11279583.0
04.08.2021,,16284761.0
06.11.2002,,75028134.0
14.11.2022,,16613437.0
21.03.2000,,10652229.0
23.02.2012,,12239172.0
12.10.2015,07.10.2019,12928049.0
05.01.2005,22.02.2018,11095788.0
24.01.2006,02.02.2016,11212082.0
19.12.2005,,11200133.0
22.12.2005,06.11.2009,11206093.0
06.04.2015,,12828916.0
22.05.2002,,80167889.0
18.12.2007,,80261341.0
14.07.2021,,16270960.0
19.05.2020,,14973887.0
13.11.2015,,12946107.0
28.08.2001,12.05.2012,80153114.0
30.09.2003,,90008258.0
03.09.2004,,11066456.0
22.01.2021,,16145634.0
14.01.2015,,12782373.0
09.05.2006,,11260098.0
05.10.2011,,12172143.0
01.04.1999,,80084353.0
06.08.1997,,90001121.0
22.05.2017,,80417961.0
08.07.2009,02.07.2013,11682586.0
08.07.2009,,11682824.0
20.02.2004,,11005489.0
03.06.2022,,16512529.0
11.08.2009,,11697487.0
26.10.2007,21.12.2010,11443700.0
17.02.2009,,11591145.0
15.05.2008,15.08.2012,11505176.0
15.06.2007,11.09.2012,11397590.0
25.05.2004,11.01.2013,11038661.0
13.02.2017,,14202718.0
18.04.2016,,14033925.0
25.01.2013,,12411300.0
18.01.2008,,11460785.0
07.01.2014,,12593815.0
28.06.2005,,11149774.0
17.05.2021,,16231753.0
15.09.2021,,16316691.0
03.12.2008,,11556692.0
24.04.2013,09.09.2019,12461864.0
22.02.2007,09.11.2011,11356295.0
02.07.2014,,12682973.0
27.04.2004,,11032279.0
09.09.1998,15.04.2010,10484720.0
14.08.2020,,16029514.0
03.11.2005,15.08.2019,11182857.0
05.05.2011,,12102289.0
16.08.2005,12.06.2010,11138960.0
04.04.2022,,16473976.0
30.10.2019,,14836966.0
04.05.2006,,11234965.0
15.08.2018,,14546180.0
24.03.2020,,14942817.0
24.04.2006,28.03.2019,11246750.0
24.01.2002,28.10.2008,10839465.0
06.10.1998,10.01.2005,10494173.0
29.01.2019,,14650991.0
12.08.2009,,11697777.0
19.06.2012,,12303734.0
24.01.2007,13.10.2011,11342137.0
11.01.2019,01.11.2021,14640335.0
11.05.2022,,16498410.0
30.09.2021,,16330099.0
17.11.2016,,14154132.0
06.03.2019,,14676281.0
12.04.2007,,11371751.0
03.12.2014,,12763393.0
30.07.2018,10.09.2021,14535165.0
13.06.2011,29.02.2016,12119440.0
30.10.2019,,14836989.0
09.07.1998,,10466998.0
14.10.2016,,14133638.0
04.05.2011,26.06.2019,12101692.0
10.05.2013,23.11.2017,12471466.0
28.01.1999,,10526476.0
13.03.2012,18.05.2017,80339669.0
22.05.2014,,12664550.0
02.10.2012,,80347841.0
16.03.2001,29.09.2016,10744240.0
26.04.2004,,11032090.0
30.03.2017,,14231447.0
15.09.2011,,12162191.0
02.03.2004,,80197442.0
16.06.2015,,12866644.0
31.03.2008,10.05.2022,11478957.0
05.05.2004,25.10.2011,11034700.0
09.06.2021,,16248245.0
16.05.2018,,14489714.0
15.03.2001,25.07.2012,10743771.0
29.11.2022,,16623016.0
08.09.2020,,16046688.0
04.09.2013,,12531228.0
18.06.2015,08.10.2015,12867543.0
11.03.2013,,12436211.0
21.07.2011,01.11.2017,12136503.0
20.03.2013,17.08.2017,12441778.0
08.02.2000,17.02.2004,10641823.0
18.11.2002,25.09.2008,10906664.0
01.11.2017,,14363485.0
26.02.2021,,16170862.0
05.01.2015,03.09.2021,12776831.0
07.05.2018,10.01.2020,14483545.0
14.04.2022,,16481438.0
29.08.2014,22.08.2019,12711446.0
05.11.1999,,10596206.0
22.12.1997,11.11.2013,10347518.0
20.11.2001,,10814873.0
12.05.2009,17.11.2015,11645697.0
08.01.2001,05.07.2010,80140287.0
04.07.2003,28.01.2016,10956834.0
17.03.2011,,12075523.0
06.05.1998,10.04.2008,80035685.0
14.01.1997,24.10.2006,10179773.0
24.05.2006,,11256889.0
21.01.1998,,10364105.0
25.06.1997,19.03.2014,10212708.0
21.01.2022,,16427077.0
08.04.2022,,16477847.0
04.05.2007,21.05.2013,11364490.0
14.11.2005,,11191428.0
24.10.2006,,11309947.0
31.05.2013,,12483386.0
23.04.2013,,12460238.0
14.09.2006,19.02.2014,11298913.0
03.01.2003,,10919313.0
12.05.2011,,12105827.0
04.04.2013,11.09.2019,12449107.0
20.10.2021,,16346829.0
11.05.2017,,14258110.0
13.11.1998,29.11.2005,70001900.0
22.10.2014,,12739762.0
15.10.2009,,11732870.0
07.05.2009,15.01.2020,80281013.0
16.03.2001,,10744196.0
12.10.2006,20.05.2020,11306819.0
29.10.2014,,12744065.0
11.02.2013,,12419514.0
05.03.2012,04.03.2021,12244309.0
18.03.2019,,14684203.0
26.09.1997,04.11.2013,10287534.0
10.09.2003,29.11.2019,10965804.0
12.10.2022,,16592161.0
12.09.2006,,11290277.0
01.04.2010,11.07.2019,80306397.0
30.07.2021,,16281751.0
14.05.2015,,12850301.0
26.11.2012,,12384135.0
11.01.2019,,14640051.0
29.01.2020,,80576300.0
01.10.2010,27.08.2012,80315930.0
29.04.2019,,14713488.0
06.11.2019,,14842783.0
21.02.2022,,16447039.0
03.01.2022,,16411202.0
23.07.2003,,10959100.0
07.06.2018,,14503621.0
27.10.2022,,16602451.0
30.09.2021,,16329222.0
08.05.2020,,14965988.0
13.01.2000,21.04.2006,10634875.0
10.03.2022,,16458267.0
21.09.2016,,14117697.0
20.07.2020,,16012755.0
03.02.2015,,12794139.0
25.01.2022,,16429047.0
25.03.2004,18.11.2008,11023033.0
05.04.2022,,16474993.0
12.12.2018,,14624891.0
23.03.2022,,16466290.0
21.01.2011,29.12.2015,12045829.0
23.11.2020,,16105712.0
02.03.2015,22.07.2021,12808374.0
29.01.2020,,14899694.0
05.04.2006,,11241988.0
01.07.2009,,11680541.0
22.12.2009,10.07.2013,80298752.0
07.07.2004,,11054401.0
13.10.2016,,14132685.0
02.12.2020,,16113568.0
01.12.2015,,12956198.0
22.05.2019,,14728656.0
10.06.2009,,11655968.0
11.12.2006,19.10.2011,11329683.0
30.04.2012,07.07.2017,12274783.0
28.09.2009,04.07.2013,11726199.0
28.03.2019,,14692616.0
